true_h1
2287.01
2318.52
2288.96
2283.51
2256.61
2239.53
2300.44
2282.08
2176.86
2183.61
2154.99
2046.48
2043.09
1984.79
2113.01
2101.04
2101.73
2124.09
2058.53
2089.93
2067.8
2076.3
2089.12
2117.89
2156.51
2173.28
2164.81
2144.83
2142.25
2190.23
2102.85
2129.07
2189.29
2247.58
2308.94
2328.23
2425.72
2374.65
2420.81
2468.86
2411.25
2437.74
2420.5
2507.61
2539.64
2564.64
2547.33
2544.21
2487.7
2514.87
2596.34
2585.6
2581.33
2580.46
2578.89
2614.35
2609.24
2647.23
2656.24
2667.56
2664.88
2635.01
2699.25
2715.39
2703.42
2690.89
2698.04
2683.95
2690.7
2640.88
2662.63
2664.48
2703.46
2713.58
2649.75
2630.98
2583.47
2589.55
2616.57
2589.37
2657.74
2669.37
2657.15
2700.42
2759.31
2784.89
2748.83
2747.89
2752.59
2720.3
2714.67
2721.39
2715.88
2748.38
2768.3
2774.02
2753.62
2790.52
2809.72
2848.37
2955.51
3125.24
3130.34
3064.9
3076.66
3102.19
3140.04
3156.34
3173.36
3105.1
3118.51
2956.91
2918.15
3019.65
2883.41
2886.78
2933.82
2896.6
2872.41
2925.32
2914.95
2863.69
2898.85
2894.63
2746.24
2638.63
2745.13
2658.49
2712.84
2685.22
2753.47
2834.16
2866.79
2981.09
3022.93
3081.07
3083.76
3068.32
3066.15
3107.71
3082.82
3091.48
3109.45
3151.83
3146.71
3162.65
3174.32
3206.26
3345.43
3406.0
3449.2
3520.62
3557.25
3574.26
3657.76
3751.93
3753.91
3835.7
3878.85
3826.57
3705.8
3850.76
3954.58
4095.68
4092.02
4492.15
4484.78
4397.92
4213.53
4073.0
4011.68
4254.83
4317.61
4485.51
4604.46
4745.88
4724.82
4850.26
4773.51
4795.56
4710.55
4684.93
4721.9
4628.0
4584.63
4569.19
4653.05
4880.76
4892.62
4821.6
4850.95
4744.47
4458.03
4381.73
4514.38
4782.63
4754.09
4654.6
4638.88
4870.56
5015.18
5186.04
5243.48
5211.52
5138.92
5104.84
5211.75
5390.42
5392.74
5378.72
4988.97
4929.38
4951.88
4976.61
5125.07
5234.72
5284.13
5433.24
5456.99
5459.3
5484.8
5412.85
5493.95
5471.44
5341.66
5323.12
5121.71
5098.78
5121.89
5017.27
4891.25
4937.52
4679.76
4091.21
3870.62
4148.28
3847.88
4255.49
4169.93
4189.99
4183.29
4157.22
4306.32
4420.07
4512.02
4336.25
4148.48
4031.27
3786.06
3772.66
3892.49
4146.85
4290.43
4319.27
4345.88
4234.53
4401.26
4421.51
4467.43
4580.18
4534.71
4641.6
4566.43
4296.66
4260.36
4281.02
4186.73
4246.9
4300.08
4185.02
3841.16
3953.93
3675.6
3618.59
3671.43
3515.07
3719.94
3723.74
3716.38
3882.4
3701.77
3641.06
3559.89
3573.5
3509.5
3597.93
3504.91
3551.86
3573.49
3606.31
3623.05
3650.19
3804.17
3926.24
4014.48
3987.34
3946.06
4053.35
4033.1
4144.29
4132.95
4071.48
4072.66
4086.97
4059.68
4049.86
3979.94
4002.87
4020.96
4204.63
4286.16
4394.28
4420.2
4477.39
4393.03
4293.41
4177.43
4164.66
4222.8
4199.51
4265.63
4093.95
4089.87
3911.92
3986.07
3927.07
3902.7
3858.1
3903.91
3904.27
3838.84
3897.4
3928.58
3850.44
3819.45
3670.51
3495.33
3380.99
3448.68
3487.29
3318.87
3287.37
3141.16
3297.18
3047.79
3036.42
3084.44
3083.91
3182.58
3282.02
3241.92
3318.58
3154.0
3069.56
2986.16
3000.6
3038.87
3159.35
3353.94
3286.89
3252.21
3209.11
3157.15
3288.87
3335.33
3395.34
3460.16
3420.41
3316.66
3332.32
3361.47
3355.04
3240.67
3249.08
3230.63
3171.73
3163.49
3236.03
3159.25
3235.59
3217.4
3202.14
3206.24
3142.37
3257.42
3223.13
3282.18
3202.73
3110.98
3190.8
3123.27
2952.36
2909.55
2907.64
2808.67
2783.27
2690.43
2684.01
2793.12
2779.59
2731.1
2796.1
2745.44
2615.41
2525.48
2471.34
2470.02
2289.56
2091.39
2089.78
2044.83
1885.21
1993.42
1938.42
1810.66
1766.07
1663.83
1699.35
1736.01
1605.74
1414.2
1239.77
1222.21
1304.96
1395.36
1507.6
1566.47
1634.91
1511.2
1395.23
1453.77
1595.71
1467.65
1410.65
1358.59
1332.07
1254.27
1229.69
1188.78
1240.74
1231.3
1218.53
1279.33
1253.04
1232.7
