index name,date,open,high,low,close,return,Volatility_30d,VaR_5%_30d,CVaR_5%_30d,Cumulative,Rolling_Max,Drawdown,GARCH_vol
NIFTY METAL,2007-01-02,-,-,-,2309.34,,,,,,,,
NIFTY METAL,2007-01-03,-,-,-,2298.68,-0.004616037482570889,,,,0.9953839625174291,0.9953839625174291,0.0,0.020203723523855476
NIFTY METAL,2007-01-04,-,-,-,2255.37,-0.018841248020603052,,,,0.9766296864039076,0.9953839625174291,-0.018841248020603052,0.019509885425280177
NIFTY METAL,2007-01-05,-,-,-,2245.95,-0.004176698280104807,,,,0.972550598872405,0.9953839625174291,-0.022939252092505247,0.01950361289631187
NIFTY METAL,2007-01-08,-,-,-,2211.52,-0.015329815890825604,,,,0.9576415772471789,0.9953839625174291,-0.03791741347207944,0.01884215299209169
NIFTY METAL,2007-01-09,-,-,-,2206.52,-0.002260888438720854,,,,0.9554764564767424,0.9953839625174291,-0.04009257486905504,0.018662071414224265
NIFTY METAL,2007-01-10,-,-,-,2172.02,-0.015635480303826887,,,,0.94053712316073,0.9953839625174291,-0.05510118850818713,0.018021494283729445
NIFTY METAL,2007-01-11,-,-,-,2224.21,0.02402832386442122,,,,0.9631366537625471,0.9953839625174291,-0.03239685384655511,0.017928651923007778
NIFTY METAL,2007-01-12,-,-,-,2276.99,0.023729773717409586,,,,0.9859916686152754,0.9953839625174291,-0.009435850140080193,0.01841664781663997
NIFTY METAL,2007-01-15,-,-,-,2353.7,0.0336892125130106,,,,1.0192089514753133,1.0192089514753133,0.0,0.018823426768808077
NIFTY METAL,2007-01-16,-,-,-,2320.39,-0.01415218592004075,,,,1.0047849169026648,1.0192089514753133,-0.01415218592004086,0.02020190132284946
NIFTY METAL,2007-01-17,-,-,-,2310.91,-0.0040855201065338465,,,,1.000679847921917,1.0192089514753133,-0.018179886986447014,0.019850190377745616
NIFTY METAL,2007-01-18,-,-,-,2310.61,-0.00012981898905617406,,,,1.0005499406756908,1.0192089514753133,-0.018307345880953507,0.01916714849569367
NIFTY METAL,2007-01-19,-,-,-,2287.13,-0.010161818740505812,,,,0.9903825335377205,1.0192089514753133,-0.02828312869099736,0.01848356991636517
NIFTY METAL,2007-01-22,-,-,-,2296.37,0.004039997726408062,,,,0.9943836767214872,1.0192089514753133,-0.024357394740196603,0.01806433869536309
NIFTY METAL,2007-01-23,-,-,-,2273.66,-0.009889521287945735,,,,0.9845496981821643,1.0192089514753133,-0.034006033054340246,0.017467839740066913
NIFTY METAL,2007-01-24,-,-,-,2346.6,0.03208043418980844,,,,1.016134479981293,1.0192089514753133,-0.0030165271699880147,0.017107779993303485
NIFTY METAL,2007-01-25,-,-,-,2434.1,0.03728799113611192,,,,1.054024093463933,1.054024093463933,0.0,0.018563190982405213
NIFTY METAL,2007-01-29,-,-,-,2447.87,0.00565712172877042,,,,1.0599868360657154,1.0599868360657154,0.0,0.020425363654188677
NIFTY METAL,2007-01-31,-,-,-,2339.84,-0.044132245584937,,,,1.013207236699663,1.0599868360657154,-0.044132245584937,0.019718780440534794
NIFTY METAL,2007-02-01,-,-,-,2397.55,0.024664079595186017,,,,1.0381970606320419,1.0599868360657154,-0.02055664720757222,0.022432426565902292
NIFTY METAL,2007-02-02,-,-,-,2386.73,-0.004512940293216028,,,,1.033511739284817,1.0599868360657154,-0.024976816579311834,0.022511579725275333
NIFTY METAL,2007-02-05,-,-,-,2329.66,-0.02391137665341292,,,,1.0087990508110538,1.0599868360657154,-0.048290963163893585,0.021685976887723207
NIFTY METAL,2007-02-06,-,-,-,2318.88,-0.004627284668148879,,,,1.0041310504299927,1.0599868360657154,-0.05269479179858405,0.021858679770281282
NIFTY METAL,2007-02-07,-,-,-,2365.62,0.020156282343199994,,,,1.0243705993920336,1.0599868360657154,-0.03360064055689249,0.021071280933998574
NIFTY METAL,2007-02-08,-,-,-,2337.01,-0.01209408104429266,,,,1.0119817783435956,1.0599868360657154,-0.04528835273115006,0.020947951446555008
NIFTY METAL,2007-02-09,-,-,-,2292.0,-0.019259652290747664,,,,0.9924913611681254,1.0599868360657154,-0.06367576709547507,0.020444284901051345
NIFTY METAL,2007-02-12,-,-,-,2172.81,-0.05200261780104709,,,,0.9408792122424584,1.0599868360657154,-0.11236707831706771,0.020384692926800074
NIFTY METAL,2007-02-13,-,-,-,2161.06,-0.005407743889249361,,,,0.9357911784319325,1.0599868360657154,-0.11716716982519515,0.024125023576269288
NIFTY METAL,2007-02-14,-,-,-,2191.01,0.013858939594458386,,,,0.9487602518468476,1.0599868360657154,-0.10493204295979774,0.023226350117523376
