index name,date,open,high,low,close,return,Volatility_30d,VaR_5%_30d,CVaR_5%_30d,Cumulative,Rolling_Max,Drawdown,GARCH_vol
NIFTY FINANCIAL SERVICES,2007-01-02,-,-,-,2366.95,,,,,,,,
NIFTY FINANCIAL SERVICES,2007-01-03,-,-,-,2378.72,0.0049726441200701466,,,,1.0049726441200701,1.0049726441200701,0.0,0.019363639499218422
NIFTY FINANCIAL SERVICES,2007-01-04,-,-,-,2353.84,-0.010459406739759092,,,,0.9944612264728871,1.0049726441200701,-0.010459406739759092,0.018550451191105793
NIFTY FINANCIAL SERVICES,2007-01-05,-,-,-,2377.7,0.010136627808177145,,,,1.0045417097953062,1.0049726441200701,-0.0004288020447972274,0.018044124150152517
NIFTY FINANCIAL SERVICES,2007-01-08,-,-,-,2341.42,-0.015258443033183244,,,,0.989213967341938,1.0049726441200701,-0.015680702226407384,0.017467478489513334
NIFTY FINANCIAL SERVICES,2007-01-09,-,-,-,2307.68,-0.014410058853174701,,,,0.9749593358541583,1.0049726441200701,-0.02986480123764046,0.0173576478162263
NIFTY FINANCIAL SERVICES,2007-01-10,-,-,-,2249.81,-0.02507713374471321,,,,0.9505101501932868,1.0049726441200701,-0.05419301136745813,0.017192440981905352
NIFTY FINANCIAL SERVICES,2007-01-11,-,-,-,2267.61,0.007911779216911663,,,,0.9580303766450496,1.0049726441200701,-0.04670999529158526,0.018092431044228186
NIFTY FINANCIAL SERVICES,2007-01-12,-,-,-,2409.36,0.06251074920290534,,,,1.0179175732482733,1.0179175732482733,0.0,0.01742600027012789
NIFTY FINANCIAL SERVICES,2007-01-15,-,-,-,2419.87,0.004362154265032947,,,,1.0223578867318701,1.0223578867318701,0.0,0.02442026026874692
NIFTY FINANCIAL SERVICES,2007-01-16,-,-,-,2416.26,-0.0014918156760486134,,,,1.0208327172099116,1.0223578867318701,-0.0014918156760485024,0.023335255975363615
NIFTY FINANCIAL SERVICES,2007-01-17,-,-,-,2435.1,0.007797174145166341,,,,1.0287923276790807,1.0287923276790807,0.0,0.022293864213827157
NIFTY FINANCIAL SERVICES,2007-01-18,-,-,-,2431.85,-0.0013346474477433645,,,,1.027419252624686,1.0287923276790807,-0.0013346474477432535,0.02138751346660284
NIFTY FINANCIAL SERVICES,2007-01-19,-,-,-,2429.17,-0.0011020416555296286,,,,1.0262869938106003,1.0287923276790807,-0.0024352182661901978,0.020443854259352065
NIFTY FINANCIAL SERVICES,2007-01-22,-,-,-,2431.85,0.0011032574912417381,,,,1.0274192526246857,1.0287923276790807,-0.0013346474477434755,0.019546521021158253
NIFTY FINANCIAL SERVICES,2007-01-23,-,-,-,2380.07,-0.021292431687809588,,,,1.0055429983734343,1.0287923276790807,-0.022598661245944562,0.01868654708711904
NIFTY FINANCIAL SERVICES,2007-01-24,-,-,-,2411.73,0.013302129769292348,,,,1.0189188618264011,1.0287923276790807,-0.009597141801158005,0.018991251810238963
NIFTY FINANCIAL SERVICES,2007-01-25,-,-,-,2448.03,0.015051436106031879,,,,1.034255053972412,1.034255053972412,0.0,0.018511326530636866
NIFTY FINANCIAL SERVICES,2007-01-29,-,-,-,2412.08,-0.01468527754970339,,,,1.0190667314476436,1.034255053972412,-0.014685277549703502,0.018172497684746748
NIFTY FINANCIAL SERVICES,2007-01-31,-,-,-,2399.07,-0.005393685118238123,,,,1.0135702063837428,1.034255053972412,-0.01999975490496464,0.017959712525640895
NIFTY FINANCIAL SERVICES,2007-02-01,-,-,-,2450.08,0.02126240584893302,,,,1.035121147468261,1.035121147468261,0.0,0.01727798986115299
