index name,date,open,high,low,close,return,Volatility_30d,VaR_5%_30d,CVaR_5%_30d,Cumulative,Rolling_Max,Drawdown,GARCH_vol
NIFTY 50,2007-01-02,3966.25,4016.65,3964.95,4007.4,,,,,,,,
NIFTY 50,2007-01-03,4007.70,4029.80,3985.00,4024.05,0.004154813594849482,,,,1.0041548135948495,1.0041548135948495,0.0,0.013305794749888154
NIFTY 50,2007-01-04,4027.30,4041.00,3979.80,3988.8,-0.00875983151302795,,,,0.9953585866147626,1.0041548135948495,-0.00875983151302795,0.012712198033164854
NIFTY 50,2007-01-05,3990.15,4011.45,3969.65,3983.4,-0.0013537906137184308,,,,0.9940110795029196,1.0041548135948495,-0.01010176314906619,0.01245721274853479
NIFTY 50,2007-01-08,3983.30,3987.45,3913.00,3933.4,-0.01255209117839029,,,,0.9815341618006688,1.0041548135948495,-0.022527056075346885,0.011886121943821151
NIFTY 50,2007-01-09,3933.30,3963.75,3890.75,3911.4,-0.0055931255402450475,,,,0.9760443180116785,1.0041548135948495,-0.027994184962910396,0.012048191108836792
NIFTY 50,2007-01-10,3910.95,3911.95,3841.70,3850.3,-0.01562100526665644,,,,0.9607975245795279,1.0041548135948495,-0.043177892918825456,0.011647866906485456
NIFTY 50,2007-01-11,3852.15,3953.10,3833.60,3942.25,0.02388125600602553,,,,0.9837425762339672,1.0041548135948495,-0.02032777922739515,0.012197222895948736
NIFTY 50,2007-01-12,3944.55,4059.15,3944.55,4052.45,0.027953579808484896,,,,1.011241702849728,1.011241702849728,0.0,0.013641422408359723
NIFTY 50,2007-01-15,4052.85,4099.65,4052.40,4078.4,0.006403533664820049,,,,1.0177172231371963,1.0177172231371963,0.0,0.015462004720076814
NIFTY 50,2007-01-16,4090.70,4107.45,4067.90,4080.5,0.0005149078069830448,,,,1.0182412536806906,1.0182412536806906,0.0,0.014805349977713789
NIFTY 50,2007-01-17,4084.90,4096.75,4071.55,4076.45,-0.0009925254258057459,,,,1.0172306233468082,1.0182412536806906,-0.0009925254258057459,0.014082154553251172
