0,1,2,3,4,5,6
2776.27,2775.9799999999996,2769.86,2763.67,2699.65,2630.82,2650.43
2775.9799999999996,2769.86,2763.67,2699.65,2630.82,2650.43,2639.07
2769.86,2763.67,2699.65,2630.82,2650.43,2639.07,2549.39
2763.67,2699.65,2630.82,2650.43,2639.07,2549.39,2576.09
2699.65,2630.82,2650.43,2639.07,2549.39,2576.09,2555.01
2630.82,2650.43,2639.07,2549.39,2576.09,2555.01,2442.99
2650.43,2639.07,2549.39,2576.09,2555.01,2442.99,2478.61
2639.07,2549.39,2576.09,2555.01,2442.99,2478.61,2492.64
2549.39,2576.09,2555.01,2442.99,2478.61,2492.64,2568.6
2576.09,2555.01,2442.99,2478.61,2492.64,2568.6,2564.81
2555.01,2442.99,2478.61,2492.64,2568.6,2564.81,2591.39
2442.99,2478.61,2492.64,2568.6,2564.81,2591.39,2617.94
2478.61,2492.64,2568.6,2564.81,2591.39,2617.94,2581.41
2492.64,2568.6,2564.81,2591.39,2617.94,2581.41,2592.73
2568.6,2564.81,2591.39,2617.94,2581.41,2592.73,2582.18
2564.81,2591.39,2617.94,2581.41,2592.73,2582.18,2593.49
2591.39,2617.94,2581.41,2592.73,2582.18,2593.49,2620.27
2617.94,2581.41,2592.73,2582.18,2593.49,2620.27,2634.07
2581.41,2592.73,2582.18,2593.49,2620.27,2634.07,2652.69
2592.73,2582.18,2593.49,2620.27,2634.07,2652.69,2659.18
2582.18,2593.49,2620.27,2634.07,2652.69,2659.18,2643.15
2593.49,2620.27,2634.07,2652.69,2659.18,2643.15,2633.98
2620.27,2634.07,2652.69,2659.18,2643.15,2633.98,2658.75
2634.07,2652.69,2659.18,2643.15,2633.98,2658.75,2720.26
2652.69,2659.18,2643.15,2633.98,2658.75,2720.26,2646.25
2659.18,2643.15,2633.98,2658.75,2720.26,2646.25,2660.18
2643.15,2633.98,2658.75,2720.26,2646.25,2660.18,2706.84
2633.98,2658.75,2720.26,2646.25,2660.18,2706.84,2699.05
2658.75,2720.26,2646.25,2660.18,2706.84,2699.05,2725.8
2720.26,2646.25,2660.18,2706.84,2699.05,2725.8,2756.17
2646.25,2660.18,2706.84,2699.05,2725.8,2756.17,2730.04
2660.18,2706.84,2699.05,2725.8,2756.17,2730.04,2721.5
2706.84,2699.05,2725.8,2756.17,2730.04,2721.5,2740.8999999999996
2699.05,2725.8,2756.17,2730.04,2721.5,2740.8999999999996,2764.79
2725.8,2756.17,2730.04,2721.5,2740.8999999999996,2764.79,2761.21
2756.17,2730.04,2721.5,2740.8999999999996,2764.79,2761.21,2801.8500000000004
2730.04,2721.5,2740.8999999999996,2764.79,2761.21,2801.8500000000004,2801.17
2721.5,2740.8999999999996,2764.79,2761.21,2801.8500000000004,2801.17,2819.96
2740.8999999999996,2764.79,2761.21,2801.8500000000004,2801.17,2819.96,2823.99
2764.79,2761.21,2801.8500000000004,2801.17,2819.96,2823.99,2842.98
2761.21,2801.8500000000004,2801.17,2819.96,2823.99,2842.98,2898.08
2801.8500000000004,2801.17,2819.96,2823.99,2842.98,2898.08,2903.21
2801.17,2819.96,2823.99,2842.98,2898.08,2903.21,2778.0
2819.96,2823.99,2842.98,2898.08,2903.21,2778.0,2777.83
2823.99,2842.98,2898.08,2903.21,2778.0,2777.83,2807.84
2842.98,2898.08,2903.21,2778.0,2777.83,2807.84,2794.5400000000004
2898.08,2903.21,2778.0,2777.83,2807.84,2794.5400000000004,2797.04
2903.21,2778.0,2777.83,2807.84,2794.5400000000004,2797.04,2760.8400000000006
2778.0,2777.83,2807.84,2794.5400000000004,2797.04,2760.8400000000006,2767.6900000000005
2777.83,2807.84,2794.5400000000004,2797.04,2760.8400000000006,2767.6900000000005,2765.03
2807.84,2794.5400000000004,2797.04,2760.8400000000006,2767.6900000000005,2765.03,2735.44
2794.5400000000004,2797.04,2760.8400000000006,2767.6900000000005,2765.03,2735.44,2760.91
2797.04,2760.8400000000006,2767.6900000000005,2765.03,2735.44,2760.91,2765.31
2760.8400000000006,2767.6900000000005,2765.03,2735.44,2760.91,2765.31,2776.69
2767.6900000000005,2765.03,2735.44,2760.91,2765.31,2776.69,2784.2
2765.03,2735.44,2760.91,2765.31,2776.69,2784.2,2786.16
2735.44,2760.91,2765.31,2776.69,2784.2,2786.16,2821.6499999999996
2760.91,2765.31,2776.69,2784.2,2786.16,2821.6499999999996,2841.61
2765.31,2776.69,2784.2,2786.16,2821.6499999999996,2841.61,2830.02
2776.69,2784.2,2786.16,2821.6499999999996,2841.61,2830.02,2791.15
2784.2,2786.16,2821.6499999999996,2841.61,2830.02,2791.15,2795.11
2786.16,2821.6499999999996,2841.61,2830.02,2791.15,2795.11,2828.2800000000007
2821.6499999999996,2841.61,2830.02,2791.15,2795.11,2828.2800000000007,2876.78
2841.61,2830.02,2791.15,2795.11,2828.2800000000007,2876.78,2838.43
2830.02,2791.15,2795.11,2828.2800000000007,2876.78,2838.43,2861.17
2791.15,2795.11,2828.2800000000007,2876.78,2838.43,2861.17,2880.16
2795.11,2828.2800000000007,2876.78,2838.43,2861.17,2880.16,2861.0600000000004
2828.2800000000007,2876.78,2838.43,2861.17,2880.16,2861.0600000000004,2873.2200000000003
2876.78,2838.43,2861.17,2880.16,2861.0600000000004,2873.2200000000003,2825.11
2838.43,2861.17,2880.16,2861.0600000000004,2873.2200000000003,2825.11,2803.94
2861.17,2880.16,2861.0600000000004,2873.2200000000003,2825.11,2803.94,2782.3100000000004
2880.16,2861.0600000000004,2873.2200000000003,2825.11,2803.94,2782.3100000000004,2791.81
