0,1,2,3,4,5,6
5841.65,5917.45,5841.25,5816.95,5647.65,5473.6,5533.75
5917.45,5841.25,5816.95,5647.65,5473.6,5533.75,5464.65
5841.25,5816.95,5647.65,5473.6,5533.75,5464.65,5240.3
5816.95,5647.65,5473.6,5533.75,5464.65,5240.3,5388.95
5647.65,5473.6,5533.75,5464.65,5240.3,5388.95,5218.95
5473.6,5533.75,5464.65,5240.3,5388.95,5218.95,5040.1
5533.75,5464.65,5240.3,5388.95,5218.95,5040.1,5110.15
5464.65,5240.3,5388.95,5218.95,5040.1,5110.15,4993.55
5240.3,5388.95,5218.95,5040.1,5110.15,4993.55,5217.85
5388.95,5218.95,5040.1,5110.15,4993.55,5217.85,5187.85
5218.95,5040.1,5110.15,4993.55,5217.85,5187.85,5180.1
5040.1,5110.15,4993.55,5217.85,5187.85,5180.1,5251.55
5110.15,4993.55,5217.85,5187.85,5180.1,5251.55,5039.05
4993.55,5217.85,5187.85,5180.1,5251.55,5039.05,4965.0
5217.85,5187.85,5180.1,5251.55,5039.05,4965.0,4893.45
5187.85,5180.1,5251.55,5039.05,4965.0,4893.45,4979.45
5180.1,5251.55,5039.05,4965.0,4893.45,4979.45,5084.1
5251.55,5039.05,4965.0,4893.45,4979.45,5084.1,5288.4
5039.05,4965.0,4893.45,4979.45,5084.1,5288.4,5554.75
4965.0,4893.45,4979.45,5084.1,5288.4,5554.75,5518.85
4893.45,4979.45,5084.1,5288.4,5554.75,5518.85,5424.3
4979.45,5084.1,5288.4,5554.75,5518.85,5424.3,5290.15
5084.1,5288.4,5554.75,5518.85,5424.3,5290.15,5273.2
5288.4,5554.75,5518.85,5424.3,5290.15,5273.2,5308.5
5554.75,5518.85,5424.3,5290.15,5273.2,5308.5,4959.65
5518.85,5424.3,5290.15,5273.2,5308.5,4959.65,4995.15
5424.3,5290.15,5273.2,5308.5,4959.65,4995.15,5031.75
5290.15,5273.2,5308.5,4959.65,4995.15,5031.75,5129.2
5273.2,5308.5,4959.65,4995.15,5031.75,5129.2,5323.8
5308.5,4959.65,4995.15,5031.75,5129.2,5323.8,5325.5
