0,1,2,3,4,5,6
4146.2,4164.55,4106.95,4096.2,4040.0,3938.95,3942.0
4164.55,4106.95,4096.2,4040.0,3938.95,3942.0,3893.8999999999996
4106.95,4096.2,4040.0,3938.95,3942.0,3893.8999999999996,3745.3000000000006
4096.2,4040.0,3938.95,3942.0,3893.8999999999996,3745.3000000000006,3811.2000000000003
4040.0,3938.95,3942.0,3893.8999999999996,3745.3000000000006,3811.2000000000003,3726.75
3938.95,3942.0,3893.8999999999996,3745.3000000000006,3811.2000000000003,3726.75,3576.5000000000005
3942.0,3893.8999999999996,3745.3000000000006,3811.2000000000003,3726.75,3576.5000000000005,3655.65
3893.8999999999996,3745.3000000000006,3811.2000000000003,3726.75,3576.5000000000005,3655.65,3626.85
3745.3000000000006,3811.2000000000003,3726.75,3576.5000000000005,3655.65,3626.85,3761.6499999999996
3811.2000000000003,3726.75,3576.5000000000005,3655.65,3626.85,3761.6499999999996,3718.0
3726.75,3576.5000000000005,3655.65,3626.85,3761.6499999999996,3718.0,3734.6
3576.5000000000005,3655.65,3626.85,3761.6499999999996,3718.0,3734.6,3770.55
3655.65,3626.85,3761.6499999999996,3718.0,3734.6,3770.55,3641.1
3626.85,3761.6499999999996,3718.0,3734.6,3770.55,3641.1,3643.5999999999995
3761.6499999999996,3718.0,3734.6,3770.55,3641.1,3643.5999999999995,3608.55
3718.0,3734.6,3770.55,3641.1,3643.5999999999995,3608.55,3678.9
3734.6,3770.55,3641.1,3643.5999999999995,3608.55,3678.9,3697.5999999999995
3770.55,3641.1,3643.5999999999995,3608.55,3678.9,3697.5999999999995,3764.5500000000006
3641.1,3643.5999999999995,3608.55,3678.9,3697.5999999999995,3764.5500000000006,3875.9
3643.5999999999995,3608.55,3678.9,3697.5999999999995,3764.5500000000006,3875.9,3861.0499999999997
3608.55,3678.9,3697.5999999999995,3764.5500000000006,3875.9,3861.0499999999997,3819.95
3678.9,3697.5999999999995,3764.5500000000006,3875.9,3861.0499999999997,3819.95,3761.1
3697.5999999999995,3764.5500000000006,3875.9,3861.0499999999997,3819.95,3761.1,3798.1000000000004
3764.5500000000006,3875.9,3861.0499999999997,3819.95,3761.1,3798.1000000000004,3821.5500000000006
3875.9,3861.0499999999997,3819.95,3761.1,3798.1000000000004,3821.5500000000006,3633.6
3861.0499999999997,3819.95,3761.1,3798.1000000000004,3821.5500000000006,3633.6,3690.65
3819.95,3761.1,3798.1000000000004,3821.5500000000006,3633.6,3690.65,3733.2499999999995
3761.1,3798.1000000000004,3821.5500000000006,3633.6,3690.65,3733.2499999999995,3752.0
3798.1000000000004,3821.5500000000006,3633.6,3690.65,3733.2499999999995,3752.0,3843.5
3821.5500000000006,3633.6,3690.65,3733.2499999999995,3752.0,3843.5,3848.1500000000005
3633.6,3690.65,3733.2499999999995,3752.0,3843.5,3848.1500000000005,3862.6500000000005
3690.65,3733.2499999999995,3752.0,3843.5,3848.1500000000005,3862.6500000000005,3829.8499999999995
3733.2499999999995,3752.0,3843.5,3848.1500000000005,3862.6500000000005,3829.8499999999995,3917.35
3752.0,3843.5,3848.1500000000005,3862.6500000000005,3829.8499999999995,3917.35,4013.3500000000004
3843.5,3848.1500000000005,3862.6500000000005,3829.8499999999995,3917.35,4013.3500000000004,3984.9500000000003
3848.1500000000005,3862.6500000000005,3829.8499999999995,3917.35,4013.3500000000004,3984.9500000000003,4011.6
3862.6500000000005,3829.8499999999995,3917.35,4013.3500000000004,3984.9500000000003,4011.6,3997.6499999999996
3829.8499999999995,3917.35,4013.3500000000004,3984.9500000000003,4011.6,3997.6499999999996,4083.5499999999997
3917.35,4013.3500000000004,3984.9500000000003,4011.6,3997.6499999999996,4083.5499999999997,4085.1
4013.3500000000004,3984.9500000000003,4011.6,3997.6499999999996,4083.5499999999997,4085.1,4141.8
3984.9500000000003,4011.6,3997.6499999999996,4083.5499999999997,4085.1,4141.8,4167.3
4011.6,3997.6499999999996,4083.5499999999997,4085.1,4141.8,4167.3,4177.85
3997.6499999999996,4083.5499999999997,4085.1,4141.8,4167.3,4177.85,4083.5
4083.5499999999997,4085.1,4141.8,4167.3,4177.85,4083.5,4087.8999999999996
4085.1,4141.8,4167.3,4177.85,4083.5,4087.8999999999996,4150.85
4141.8,4167.3,4177.85,4083.5,4087.8999999999996,4150.85,4117.35
4167.3,4177.85,4083.5,4087.8999999999996,4150.85,4117.35,4111.15
4177.85,4083.5,4087.8999999999996,4150.85,4117.35,4111.15,4077.0000000000005
4083.5,4087.8999999999996,4150.85,4117.35,4111.15,4077.0000000000005,4079.3
4087.8999999999996,4150.85,4117.35,4111.15,4077.0000000000005,4079.3,4066.8
4150.85,4117.35,4111.15,4077.0000000000005,4079.3,4066.8,4076.65
4117.35,4111.15,4077.0000000000005,4079.3,4066.8,4076.65,4134.3
4111.15,4077.0000000000005,4079.3,4066.8,4076.65,4134.3,4120.3
4077.0000000000005,4079.3,4066.8,4076.65,4134.3,4120.3,4170.95
4079.3,4066.8,4076.65,4134.3,4120.3,4170.95,4219.55
4066.8,4076.65,4134.3,4120.3,4170.95,4219.55,4214.5
4076.65,4134.3,4120.3,4170.95,4219.55,4214.5,4260.9
4134.3,4120.3,4170.95,4219.55,4214.5,4260.9,4278.1
4120.3,4170.95,4219.55,4214.5,4260.9,4278.1,4246.2
4170.95,4219.55,4214.5,4260.9,4278.1,4246.2,4204.9
4219.55,4214.5,4260.9,4278.1,4246.2,4204.9,4248.15
4214.5,4260.9,4278.1,4246.2,4204.9,4248.15,4256.55
4260.9,4278.1,4246.2,4204.9,4248.15,4256.55,4293.25
4278.1,4246.2,4204.9,4248.15,4256.55,4293.25,4249.65
4246.2,4204.9,4248.15,4256.55,4293.25,4249.65,4295.8
4204.9,4248.15,4256.55,4293.25,4249.65,4295.8,4297.05
4248.15,4256.55,4293.25,4249.65,4295.8,4297.05,4267.05
4256.55,4293.25,4249.65,4295.8,4297.05,4267.05,4284.65
4293.25,4249.65,4295.8,4297.05,4267.05,4284.65,4198.25
4249.65,4295.8,4297.05,4267.05,4284.65,4198.25,4179.5
4295.8,4297.05,4267.05,4284.65,4198.25,4179.5,4145.0
4297.05,4267.05,4284.65,4198.25,4179.5,4145.0,4145.6
4267.05,4284.65,4198.25,4179.5,4145.0,4145.6,4155.2
4284.65,4198.25,4179.5,4145.0,4145.6,4155.2,4113.05
4198.25,4179.5,4145.0,4145.6,4155.2,4113.05,4170.0
4179.5,4145.0,4145.6,4155.2,4113.05,4170.0,4171.45
4145.0,4145.6,4155.2,4113.05,4170.0,4171.45,4147.1
4145.6,4155.2,4113.05,4170.0,4171.45,4147.1,4214.3
4155.2,4113.05,4170.0,4171.45,4147.1,4214.3,4248.65
4113.05,4170.0,4171.45,4147.1,4214.3,4248.65,4267.4
4170.0,4171.45,4147.1,4214.3,4248.65,4267.4,4252.05
4171.45,4147.1,4214.3,4248.65,4267.4,4252.05,4259.4
4147.1,4214.3,4248.65,4267.4,4252.05,4259.4,4285.7
4214.3,4248.65,4267.4,4252.05,4259.4,4285.7,4263.95
4248.65,4267.4,4252.05,4259.4,4285.7,4263.95,4282.0
4267.4,4252.05,4259.4,4285.7,4263.95,4282.0,4318.3
4252.05,4259.4,4285.7,4263.95,4282.0,4318.3,4313.75
4259.4,4285.7,4263.95,4282.0,4318.3,4313.75,4357.55
4285.7,4263.95,4282.0,4318.3,4313.75,4357.55,4359.3
4263.95,4282.0,4318.3,4313.75,4357.55,4359.3,4353.95
4282.0,4318.3,4313.75,4357.55,4359.3,4353.95,4384.85
4318.3,4313.75,4357.55,4359.3,4353.95,4384.85,4419.4
4313.75,4357.55,4359.3,4353.95,4384.85,4419.4,4406.05
4357.55,4359.3,4353.95,4384.85,4419.4,4406.05,4387.15
4359.3,4353.95,4384.85,4419.4,4406.05,4387.15,4446.15
4353.95,4384.85,4419.4,4406.05,4387.15,4446.15,4504.55
4384.85,4419.4,4406.05,4387.15,4446.15,4504.55,4512.15
4419.4,4406.05,4387.15,4446.15,4504.55,4512.15,4496.75
4406.05,4387.15,4446.15,4504.55,4512.15,4496.75,4499.55
4387.15,4446.15,4504.55,4512.15,4496.75,4499.55,4562.1
4446.15,4504.55,4512.15,4496.75,4499.55,4562.1,4566.05
4504.55,4512.15,4496.75,4499.55,4562.1,4566.05,4619.35
4512.15,4496.75,4499.55,4562.1,4566.05,4619.35,4620.75
4496.75,4499.55,4562.1,4566.05,4619.35,4620.75,4588.7
4499.55,4562.1,4566.05,4619.35,4620.75,4588.7,4619.8
4562.1,4566.05,4619.35,4620.75,4588.7,4619.8,4445.2
4566.05,4619.35,4620.75,4588.7,4619.8,4445.2,4440.05
4619.35,4620.75,4588.7,4619.8,4445.2,4440.05,4528.85
4620.75,4588.7,4619.8,4445.2,4440.05,4528.85,4345.85
4588.7,4619.8,4445.2,4440.05,4528.85,4345.85,4356.35
4619.8,4445.2,4440.05,4528.85,4345.85,4356.35,4401.55
4445.2,4440.05,4528.85,4345.85,4356.35,4401.55,4339.5
4440.05,4528.85,4345.85,4356.35,4401.55,4339.5,4356.35
4528.85,4345.85,4356.35,4401.55,4339.5,4356.35,4462.1
4345.85,4356.35,4401.55,4339.5,4356.35,4462.1,4403.2
4356.35,4401.55,4339.5,4356.35,4462.1,4403.2,4333.35
4401.55,4339.5,4356.35,4462.1,4403.2,4333.35,4373.65
4339.5,4356.35,4462.1,4403.2,4333.35,4373.65,4370.2
4356.35,4462.1,4403.2,4333.35,4373.65,4370.2,4178.6
4462.1,4403.2,4333.35,4373.65,4370.2,4178.6,4108.05
4403.2,4333.35,4373.65,4370.2,4178.6,4108.05,4209.05
4333.35,4373.65,4370.2,4178.6,4108.05,4209.05,4074.8999999999996
4373.65,4370.2,4178.6,4108.05,4209.05,4074.8999999999996,4153.15
4370.2,4178.6,4108.05,4209.05,4074.8999999999996,4153.15,4114.95
4178.6,4108.05,4209.05,4074.8999999999996,4153.15,4114.95,4190.15
4108.05,4209.05,4074.8999999999996,4153.15,4114.95,4190.15,4302.6
4209.05,4074.8999999999996,4153.15,4114.95,4190.15,4302.6,4320.7
4074.8999999999996,4153.15,4114.95,4190.15,4302.6,4320.7,4359.3
4153.15,4114.95,4190.15,4302.6,4320.7,4359.3,4412.3
4114.95,4190.15,4302.6,4320.7,4359.3,4412.3,4464.0
4190.15,4302.6,4320.7,4359.3,4412.3,4464.0,4474.75
